city,state,zip,latitude,longitude,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,region,gender,carnegie_basic_classification,carnegie_undergraduate,carnegie_size,religious_affiliation,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years
Honolulu,HI,96816-2433,21.2821,-157.8005,,,,,,,,,,134.0,0.2463,0.0149,0.0,0.3134,0.0522,,20980.0,,,3395.0,,,0.3333,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Ewing,NJ,8628,40.2654,-74.8015,,,,,,,,,,138.0,0.529,0.2319,0.1087,0.0,0.2319,,18286.0,,,4686.0,,,0.3571,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,,,,,,,
Arkansas City,KS,67005,37.0619,-97.0419,,,,,,,,,,3395.0,0.7113,0.1099,0.0978,0.0144,0.39,12715.0,,2356.0,4123.0,3181.0,5547.0,0.2112,0.6267,,Associate,Associate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Associate's--Public Rural-serving Medium,Mixed part/full-time two-year,"Medium 2-year (2000 to 4,999)",,0.66000002622604,0.43999999761581,37133.46,27600.0,24700.0,33300.0,30900.0
Wilmington,DE,19801-3007,39.7419,-75.5498,0.5804,,,,,,,,,194.0,0.5773,0.1753,0.0773,0.0206,0.067,35381.0,,22390.0,22390.0,4640.0,5368.0,0.4186,0.4619,,Associate,Associate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Private Not-for-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.62999999523162,0.20999999344348,71064.0,,,,
York,PA,17403-3651,39.9467,-76.7273,0.7351,515.0,529.0,500.0,23.0,22.0,23.0,,1045.0,4847.0,0.8331,0.0526,0.0493,0.0136,0.0813,27266.0,,17010.0,17010.0,8057.0,8887.0,0.3833,0.2422,0.5777,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, selective, lower transfer-in","Medium 4-year, primarily residential (3,000 to 9,999)",,0.60000002384185,0.09000000357627,92016.29,39100.0,38000.0,50200.0,47900.0
Buffalo,NY,14260-1660,43.0004,-78.7892,0.5652,550.0,605.0,,26.0,,,,1158.0,19365.0,0.4951,0.0675,0.0663,0.1286,0.0812,20885.0,,8211.0,20151.0,15151.0,10026.0,0.6065,0.2835,0.72,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Research Universities (very high research activity),"Full-time four-year, more selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.49000000953674,0.12999999523162,68669.08,43600.0,37700.0,57300.0,49700.0
Montgomery,AL,36117-2800,32.3821,-86.1935,1.0,,,,,,,,,656.0,0.25,0.7058,0.0091,0.0061,0.3018,15462.0,,13600.0,13600.0,8711.0,2928.0,,0.9048,,Certificate,Associate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,,,,22900.0,20400.0,30500.0,26400.0
Vallejo,CA,94590,,,,,,,,,,,,56.0,0.1607,0.5536,0.1964,0.0357,0.2143,,13924.0,,,2176.0,,,0.475,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Rochester,MN,55901-4310,44.0676,-92.5036,,,,,,,,,,35.0,0.8857,0.0571,0.0286,0.0286,0.2286,,11799.0,,,4542.0,,,0.4932,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,,,,,,,
Crossville,TN,38555,35.9529,-85.0352,,,,,,,,,,26.0,1.0,0.0,0.0,0.0,0.0,,12831.0,,,7126.0,,,0.8545,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.75999999046325,0.43999999761581,21773.64,,,,
Forest Hills,NY,11375,40.7159,-73.8433,,,,,,,,,,119.0,0.0588,0.3697,0.4202,0.1008,1.0,,,,,6304.0,,,0.506,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,,,,,,,
Shelbyville,TN,37160,35.4912,-86.4173,,,,,,,,,,436.0,0.8509,0.0849,0.0413,0.0046,0.2431,,8801.0,,,4985.0,,,0.4808,,Certificate,Certificate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,0.41999998688697,0.55000001192092,22153.06,28000.0,26500.0,31100.0,29400.0
Campbell,CA,95008,,,,,,,,,,,,124.0,0.4355,0.0081,0.1129,0.2903,0.371,,43608.0,,,17462.0,,,0.1067,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Gainesville,FL,32607,29.656,-82.4168,,,,,,,,,,444.0,0.4032,0.5113,0.0563,0.0,0.23199999999999998,31522.0,,15840.0,15840.0,5813.0,3516.0,0.0426,0.9028,0.4,Associate,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,Higher part-time four-year,"Very small 4-year, primarily nonresidential (less than 1,000,)",,0.68999999761581,0.61000001430511,25835.11,27700.0,25400.0,29600.0,26400.0
Fond du Lac,WI,54936-1940,43.7852,-88.4177,,,,,,,,,,3320.0,0.9309999999999999,0.0172,0.0286,0.0093,0.6765,13941.0,,4032.0,5865.0,9835.0,7711.0,,0.2228,,Certificate,Associate,Public,"Great Lakes (IL, IN, MI, OH, WI)",COED,Associate's--Public Rural-serving Large,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.72000002861022,0.56999999284744,42555.95,28800.0,26800.0,36800.0,33000.0
New Britain,CT,6053,41.6882,-72.768,,,,,,,,,,1471.0,0.6411,0.1679,0.1094,0.0163,0.7974,,,,,5123.0,,0.0,0.2597,,Bachelors,Bachelors,Public,"New England (CT, ME, MA, NH, RI, VT)",COED,Baccalaureate Colleges--Arts & Sciences,Higher part-time four-year,"Very small 4-year, primarily nonresidential (less than 1,000,)",,0.77999997138977,0.86000001430511,42475.07,39000.0,37100.0,45100.0,39800.0
Sarasota,FL,34234-5895,27.3596,-82.5486,0.7331,,,,,,,,,1253.0,0.5794,0.0255,0.1572,0.075,0.0327,54676.0,,38540.0,38540.0,17295.0,8143.0,0.6376,0.2999,0.6495,Bachelors,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.5,0.15000000596046,83784.47,33300.0,27400.0,43900.0,32800.0
Rochester Hills,MI,48307,42.6675,-83.145,0.6567,,,,21.0,20.0,21.0,,990.0,960.0,0.5177,0.1583,0.024,0.0208,0.2583,26399.0,,19920.0,19920.0,5507.0,4144.0,0.8298,0.3883,0.4301,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Baccalaureate Colleges--Diverse Fields,"Medium full-time four-year, selective, lower transfer-in","Very small 4-year, primarily nonresidential (less than 1,000,)",Churches of Christ,0.64999997615814,0.49000000953674,60476.32,29100.0,27700.0,38800.0,34500.0
Tyler,TX,75799-6699,32.3147,-95.2491,0.8203,515.0,544.0,500.0,23.0,23.0,23.0,7.0,1064.0,5338.0,0.6285,0.094,0.1435,0.0259,0.2342,19366.0,,7222.0,17842.0,8111.0,7291.0,0.7743,0.3879,0.4412,Bachelors,Graduate,Public,"Southwest (AZ, NM, OK, TX)",COED,Master's Colleges and Universities (larger programs),"Medium full-time four-year, selective, higher transfer-in","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.62000000476837,0.33000001311302,48054.63,39100.0,35400.0,48700.0,41600.0
Houston,TX,77087,29.7061,-95.3041,,,,,,,,,,277.0,0.0036,0.231,0.7617,0.0036,0.0,,9065.0,,,1230.0,,,0.7246,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.93999999761581,0.62999999523162,13269.85,17700.0,15300.0,20400.0,17000.0
Brooklyn,NY,11230,40.6185,-73.9637,1.0,,,,,,,,,164.0,0.9756,0.0,0.0,0.0,0.0,18400.0,,11900.0,11900.0,6022.0,3188.0,,0.2098,0.3889,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",MENONLY,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,,0.0,0.0,48482.93,,,,
Frostburg,MD,21532-1099,39.6515,-78.9339,0.5945,480.0,485.0,465.0,20.0,19.0,20.0,7.0,963.0,4575.0,0.609,0.2769,0.0457,0.0127,0.1003,19454.0,,7728.0,18376.0,6658.0,6570.0,0.6569,0.35,0.4655,Bachelors,Graduate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, inclusive","Medium 4-year, primarily residential (3,000 to 9,999)",,0.49000000953674,0.07000000029802,78080.06,33300.0,31500.0,46100.0,43600.0
Flint,MI,48507,42.9748,-83.6945,,,,,,,,,,4449.0,0.7411,0.1389,0.0227,0.0079,0.7116,24120.0,,10800.0,10800.0,3890.0,6487.0,0.0256,0.5406,0.0,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (larger programs),Higher part-time four-year,"Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.70999997854232,0.56000000238418,36711.29,25500.0,21800.0,30800.0,26500.0
Camden,SC,29020,34.2716,-80.609,,,,,,,,,,31.0,0.7742,0.1935,0.0323,0.0,0.0,,15123.0,,,3742.0,,,0.7143,,Certificate,Certificate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,,,,,1.0,0.56000000238418,19065.85,,,,
Elon,NC,27244-2010,36.1041,-79.5056,0.5398,610.0,610.0,610.0,25.0,,,,1200.0,5599.0,0.8162,0.0632,0.0463,0.0191,0.0241,41679.0,,30149.0,30149.0,14745.0,8485.0,0.7118,0.0911,0.8165,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, more selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",,0.63999998569488,0.01999999955296,118353.3,39400.0,37700.0,50100.0,44500.0
Albany,GA,31701,31.5543,-84.1743,,,,,,,,,,3743.0,0.1857,0.7937,0.0099,0.0013,0.4419,6867.0,,2534.0,4574.0,3825.0,4413.0,,0.8094,,Certificate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Medium 2-year (2000 to 4,999)",,0.66000002622604,0.58999997377395,14671.53,22500.0,18500.0,25500.0,22000.0
Tampa,FL,33607,27.9552,-82.4825,,,,,,,,,,123.0,0.3089,0.4146,0.2195,0.0244,0.7805,,,13663.0,13663.0,6788.0,4866.0,0.1786,0.6145,,Bachelors,Graduate,Private for-profit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (smaller programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Very small 4-year, primarily nonresidential (less than 1,000,)",,0.81000000238418,0.62000000476837,49787.34,37100.0,33800.0,41800.0,38200.0
Schererville,IN,46375,41.5693,-87.5082,,,,,,,,,,53.0,0.7358,0.1132,0.1509,0.0,0.0755,,14246.0,,,2702.0,,,0.5783,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,0.97000002861022,0.38999998569488,39891.84,17400.0,15000.0,,
Duluth,MN,55812,46.8189,-92.0852,0.7822,525.0,555.0,490.0,24.0,23.0,25.0,7.0,1109.0,9239.0,0.8759,0.0195,0.0203,0.0291,0.0378,22796.0,,12815.0,16480.0,6299.0,7487.0,0.7962,0.2431,0.5883,Bachelors,Graduate,Public,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, selective, lower transfer-in","Medium 4-year, primarily residential (3,000 to 9,999)",,0.50999999046325,0.07000000029802,87902.82,36900.0,34200.0,50600.0,43300.0
Honolulu,HI,96816-1578,21.2903,-157.8076,0.8359,475.0,490.0,,21.0,21.0,21.0,,972.0,1864.0,0.1754,0.0504,0.0628,0.3047,0.1599,30801.0,,20090.0,20090.0,8093.0,8006.0,1.0,0.2925,0.3843,Bachelors,Graduate,Private nonprofit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Master's Colleges and Universities (larger programs),"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Small 4-year, primarily residential (1,000 to 2,999)",Roman Catholic,0.74000000953674,0.37999999523162,53188.8,32400.0,29500.0,41500.0,37300.0
Meridian,MS,39307-5801,32.3681,-88.7336,,,,,,,,,,3601.0,0.4443,0.4121,0.0086,0.0081,0.3135,11036.0,,2410.0,3690.0,5911.0,3731.0,0.8275,0.5476,,Associate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Rural-serving Medium,Medium full-time two-year,"Medium 2-year (2000 to 4,999)",,0.69999998807907,0.36000001430511,25919.36,25100.0,20700.0,29100.0,24200.0
Milwaukee,WI,53202-3109,43.0454,-87.9077,0.6839,590.0,635.0,,28.0,25.0,28.0,,1244.0,2452.0,0.7374,0.0253,0.0457,0.0318,0.0685,43747.0,,34470.0,34470.0,10975.0,8286.0,0.5469,0.2872,0.5582,Bachelors,Graduate,Private nonprofit,"Great Lakes (IL, IN, MI, OH, WI)",COED,Master's Colleges and Universities (smaller programs),"Full-time four-year, more selective, higher transfer-in","Small 4-year, primarily residential (1,000 to 2,999)",,0.20000000298023,0.12999999523162,82875.91,51900.0,54700.0,65100.0,65700.0
Paterson,NJ,07505-1179,40.9184,-74.1688,,,,,,,,,,8379.0,0.1921,0.1544,0.5174,0.0499,0.6008,11420.0,,4166.0,7331.0,4548.0,7072.0,1.0,0.5587,,Associate,Associate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Associate's--Public Suburban-serving Single Campus,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.66000002622604,0.38999998569488,20711.56,24700.0,22500.0,30000.0,26700.0
Sacramento,CA,95822-1386,38.5419,-121.4917,,,,,,,,,,21765.0,0.2827,0.125,0.2753,0.2058,0.7258,12334.0,,1104.0,7200.0,3378.0,8009.0,0.3933,0.2649,,Associate,Associate,Public,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Public Urban-serving Multicampus,Higher part-time two-year,"Very large 2-year (10,000 or more)",,0.62000000476837,0.41999998688697,17467.62,28300.0,22700.0,36100.0,31000.0
Morgan City,LA,70380,29.6907,-91.1978,,,,,,,,,,1460.0,0.5870000000000001,0.3082,0.0534,0.0075,0.5938,12645.0,,2100.0,3725.0,4792.0,4258.0,0.6522,0.2032,,Certificate,Associate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Associate's--Public Suburban-serving Multicampus,Higher part-time two-year,Very small 2-year (less than 500),,0.69999998807907,0.56000000238418,15154.25,25000.0,21400.0,31100.0,27000.0
Boston,MA,02115-5018,42.341,-71.0863,0.2777,,,,,,,,,410.0,0.4585,0.0195,0.0512,0.1024,0.0415,54125.0,,39955.0,39955.0,27909.0,6021.0,0.2328,0.156,0.8588,Bachelors,Graduate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,"Special Focus Institutions--Schools of art, music, and design",,,,0.41999998688697,0.40000000596046,65107.99,29700.0,24900.0,39000.0,29500.0
Albuquerque,NM,87107-4403,35.1199,-106.6049,,,,,,,,,,90.0,0.2889,0.0111,0.4889,0.0667,0.0,,21448.0,,,1518.0,,,0.5772,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.76999998092651,0.77999997138977,26123.48,19400.0,16200.0,24900.0,21200.0
Tuscaloosa,AL,35403,33.1992,-87.5852,0.43,400.0,411.0,,19.0,18.0,17.0,,882.0,863.0,0.0626,0.9224,0.0104,0.0023,0.0637,24744.0,,15901.0,15901.0,4330.0,4743.0,1.0,0.7429,0.2619,Bachelors,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate Colleges--Arts & Sciences,"Full-time four-year, inclusive","Small 4-year, highly residential (1,000 to 2,999)",Presbyterian Church (USA),0.43000000715255,0.07000000029802,35064.97,27400.0,20800.0,27900.0,24700.0
Kissimmee,FL,34744,28.3019,-81.3625,0.4172,500.0,470.0,,21.0,,,,970.0,299.0,0.6455,0.1171,0.1873,0.0067,0.2241,26241.0,,12470.0,12470.0,3567.0,4789.0,0.4286,0.5267,0.3226,Bachelors,Bachelors,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,"Special Focus Institutions--Theological seminaries, Bible colleges, and other faith-related institutions",,,Christian Churches and Churches of Christ,0.43999999761581,0.20999999344348,48593.33,25700.0,23600.0,29600.0,29500.0
Parkersburg,WV,26104,39.2164,-81.5062,,,,,,,,,,3043.0,0.9382,0.0197,0.0059,0.0036,0.302,10490.0,,2712.0,9648.0,5211.0,5399.0,1.0,0.2764,0.337,Associate,Bachelors,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate/Associate's Colleges,"Medium full-time four-year, inclusivestudents with varying levels academic preparation and achievement)","Medium 4-year, primarily nonresidential (3,000 to 9,999)",,0.62999999523162,0.46000000834465,31821.68,25700.0,21900.0,32400.0,29200.0
Humacao,PR,00791-4210,18.1488,-65.8211,,,,,,,,,,743.0,0.0,0.0,0.9744,0.0,0.1238,11666.0,,6321.0,6321.0,1955.0,1818.0,0.1034,0.9822,0.6258,Associate,Bachelors,Private nonprofit,"Outlying Areas (AS, FM,GU, MH, MP, PR, PW, VI)",COED,Associate's--Private Not-for-profit,Medium full-time two-year,"Small 2-year (500 to 1,999)",,0.75999999046325,0.4699999988079,7716.9,17800.0,15400.0,19700.0,17800.0
Mississippi State,MS,39762,33.425,-88.8797,0.6482,550.0,560.0,,24.0,26.0,23.0,,1106.0,16399.0,0.7156,0.2122,0.0187,0.0109,0.0824,20796.0,,6772.0,16960.0,6989.0,7852.0,0.8636,0.3415,0.6105,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Research Universities (very high research activity),"Full-time four-year, selective, higher transfer-in","Large 4-year, primarily residential (over 9,999)",,0.51999998092651,0.15000000596046,57616.67,35200.0,31200.0,46300.0,39600.0
Cranston,RI,2920,41.7334,-71.4784,,,,,,,,,,139.0,0.8705,0.0432,0.0719,0.0144,0.0,,18751.0,,,1670.0,,,0.4314,,Certificate,Certificate,Private for-profit,"New England (CT, ME, MA, NH, RI, VT)",COED,,,,,,,,,,,
Rapid City,SD,57701,44.0798,-103.2278,,,,,,,,,,112.0,0.7768,0.0,0.0357,0.0268,0.0,,11458.0,,,1578.0,,,0.4038,,Certificate,Certificate,Private for-profit,"Plains (IA, KS, MN, MO, NE, ND, SD)",COED,,,,,0.97000002861022,0.30000001192092,43780.22,16300.0,15500.0,22600.0,17500.0
Itta Bena,MS,38941-1400,33.5141,-90.3413,0.2272,,,,17.0,16.0,17.0,,825.0,1856.0,0.0339,0.8901,0.0102,0.0005,0.1379,17758.0,,5916.0,5916.0,8408.0,5621.0,0.9851,0.69,0.2598,Bachelors,Graduate,Public,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Master's Colleges and Universities (medium programs),"Full-time four-year, inclusive","Small 4-year, primarily residential (1,000 to 2,999)",,0.62000000476837,0.28000000119209,21921.99,21300.0,19200.0,25900.0,22400.0
Richland,WA,99354-3404,46.2922,-119.2748,,,,,,,,,,19.0,0.5789,0.0,0.3684,0.0526,0.0,,18025.0,,,2754.0,,,0.6207,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Cambridge,MA,02138-2790,42.3784,-71.1156,0.6749,545.0,515.0,540.0,24.0,24.0,22.0,7.0,1065.0,1785.0,0.7031,0.0482,0.0728,0.0364,0.1838,47788.0,,32375.0,32375.0,9092.0,7838.0,0.8220000000000001,0.2621,0.4602,Bachelors,Graduate,Private nonprofit,"New England (CT, ME, MA, NH, RI, VT)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",,0.80000001192092,0.33000001311302,70943.6,28800.0,27000.0,38100.0,36700.0
New York,NY,10011-7307,40.7383,-73.9996,,,,,,,,,,820.0,0.0341,0.5878,0.3537,0.0146,0.2622,,26711.0,,,3395.0,,,0.5716,,Certificate,Certificate,Private for-profit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,,,,21300.0,16200.0,,
Oklahoma City,OK,73115,35.4353,-97.4361,,,,,,,,,,24.0,0.4583,0.5,0.0417,0.0,0.0,,17256.0,,,11623.0,,,0.6341,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.31000000238418,0.72000002861022,26908.61,23100.0,21200.0,28200.0,26000.0
Los Angeles,CA,90024-2808,34.0626,-118.4466,,,,,,,,,,175.0,0.3829,0.1486,0.2914,0.0514,0.0,,20563.0,,,6961.0,,,0.475,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,,
Texas City,TX,77591-2499,29.3955,-94.9997,,,,,,,,,,4188.0,0.5275,0.1624,0.2734,0.027000000000000003,0.7323,12693.0,,1494.0,3174.0,6958.0,5699.0,1.0,0.2566,,Associate,Associate,Public,"Southwest (AZ, NM, OK, TX)",COED,Associate's--Public Rural-serving Medium,Higher part-time two-year,"Medium 2-year (2000 to 4,999)",,0.69999998807907,0.50999999046325,19022.77,29300.0,23000.0,35300.0,28400.0
Charleston,WV,25304,38.3326,-81.6187,0.6905,463.0,478.0,,22.0,22.0,21.0,,991.0,1373.0,0.6417,0.11800000000000001,0.024,0.0124,0.0896,32147.0,,19650.0,19650.0,6862.0,6012.0,0.6534,0.3782,0.4568,Bachelors,Graduate,Private nonprofit,"Southeast (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV)",COED,Baccalaureate Colleges--Diverse Fields,"Full-time four-year, selective, higher transfer-in","Small 4-year, highly residential (1,000 to 2,999)",,0.56000000238418,0.15000000596046,64873.01,36700.0,33400.0,43800.0,42000.0
Villanova,PA,19085-1699,40.0394,-75.3455,0.489,640.0,665.0,645.0,30.0,31.0,30.0,,1316.0,6856.0,0.7598,0.0449,0.071,0.0674,0.0462,56265.0,,44430.0,44430.0,15426.0,10425.0,0.6358,0.1156,0.9008,Bachelors,Graduate,Private nonprofit,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,Master's Colleges and Universities (larger programs),"Full-time four-year, more selective, lower transfer-in","Medium 4-year, highly residential (3,000 to 9,999)",Roman Catholic,0.52999997138977,0.05999999865889,130737.82,59800.0,58100.0,84100.0,73700.0
Vincennes,IN,47591,38.6795,-87.5329,,,,,,,,,,89.0,0.9213,0.0112,0.0449,0.0225,0.5393,,11857.0,,,1831.0,,,0.2815,,Certificate,Certificate,Private for-profit,"Great Lakes (IL, IN, MI, OH, WI)",COED,,,,,1.0,0.44999998807907,24766.87,,,,
Tucson,AZ,85704-5829,32.2973,-110.9975,0.9703,,,,,,,,,409.0,0.4034,0.0538,0.3716,0.0171,0.2543,26194.0,,18048.0,18048.0,3261.0,5163.0,0.1111,0.7304,0.2182,Associate,Bachelors,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Special Focus Institutions--Other technology-related schools,,,,0.23000000417232,0.43000000715255,34164.1,33700.0,30300.0,42300.0,38400.0
Tulsa,OK,74115,36.178000000000004,-95.87899999999999,1.0,,,,,,,,,817.0,0.5814,0.1175,0.1408,0.033,0.0,26339.0,,15915.0,15915.0,6191.0,4540.0,,0.6406,0.4269,Certificate,Bachelors,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,Special Focus Institutions--Other technology-related schools,,,,0.07999999821186,0.27000001072883,45986.56,38900.0,34100.0,42700.0,37900.0
Yorktown Heights,NY,10598-4399,41.2782,-73.7655,0.3529,,,,,,,,,55.0,0.6909,0.1636,0.1455,0.0,0.6364,,17255.0,,,10971.0,,,0.5333,,Certificate,Certificate,Public,"Mid East (DE, DC, MD, NJ, NY, PA)",COED,,,,,0.91000002622604,0.85000002384185,42619.45,51600.0,52400.0,,
Cerritos,CA,90703,33.8678,-118.0983,,,,,,,,,,344.0,0.0814,0.18899999999999997,0.5407,0.0698,0.0,,20860.0,,,4376.0,4640.0,0.1,0.7657,0.6039,Associate,Bachelors,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,Associate's--Private For-profit,Higher full-time two-year,Very small 2-year (less than 500),,0.73000001907348,0.68999999761581,27695.88,25100.0,22200.0,37100.0,32600.0
Turlock,CA,95380,37.4926,-120.8634,,,,,,,,,,157.0,0.4013,0.0191,0.5478,0.0,0.0,,16502.0,,,2230.0,,,0.6624,,Certificate,Certificate,Private for-profit,"Far West (AK, CA, HI, NV, OR, WA)",COED,,,,,,,,,,16300.0,13100.0
Dallas,TX,75243,32.9138,-96.7349,,,,,,,,,,169.0,0.1302,0.6864,0.0651,0.0414,0.503,,26275.0,,,2439.0,5376.0,0.8261,0.5284,,Certificate,Certificate,Private for-profit,"Southwest (AZ, NM, OK, TX)",COED,,,,,0.87999999523162,0.69999998807907,24079.45,35600.0,32600.0,24900.0,19700.0
Denver,CO,80223-2936,39.6968,-105.0109,,,,,,,,,,59.0,0.0,0.0,0.0339,0.9661,0.3898,,10568.0,,,1772.0,,,0.88,,Certificate,Certificate,Private for-profit,"Rocky Mountains (CO, ID,MT, UT, WY)",COED,,,,,,,,,,,
