checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
b'0<=X<200',7.0,b'existing paid',b'radio/tv',2329.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'guarantor',1.0,b'real estate',45.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'critical/other existing credit',b'furniture/equipment',7374.0,b'<100',b'unemployed',4.0,b'male single',b'none',4.0,b'life insurance',40.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',48.0,b'existing paid',b'radio/tv',3060.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'real estate',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',18.0,b'existing paid',b'furniture/equipment',1131.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',2.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',36.0,b'existing paid',b'furniture/equipment',5179.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'life insurance',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',18.0,b'existing paid',b'radio/tv',1936.0,b'no known savings',b'4<=X<7',2.0,b'male mar/wid',b'none',4.0,b'car',23.0,b'none',b'rent',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
b'<0',30.0,b'no credits/all paid',b'furniture/equipment',4583.0,b'<100',b'1<=X<4',2.0,b'male div/sep',b'guarantor',2.0,b'real estate',32.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',36.0,b'existing paid',b'other',15857.0,b'<100',b'unemployed',2.0,b'male div/sep',b'co applicant',3.0,b'car',43.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'new car',1163.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',4.0,b'real estate',44.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',30.0,b'critical/other existing credit',b'furniture/equipment',8386.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',2.0,b'life insurance',49.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'new car',1207.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',24.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',18.0,b'existing paid',b'new car',1216.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',3.0,b'car',23.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',12.0,b'critical/other existing credit',b'business',1185.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'real estate',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',12.0,b'existing paid',b'new car',1372.0,b'<100',b'4<=X<7',2.0,b'male div/sep',b'none',3.0,b'car',36.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',11.0,b'critical/other existing credit',b'new car',1322.0,b'>=1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',40.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',6.0,b'delayed previously',b'radio/tv',683.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',1.0,b'life insurance',29.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'>=200',10.0,b'critical/other existing credit',b'radio/tv',1347.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',2.0,b'life insurance',27.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',18.0,b'no credits/all paid',b'furniture/equipment',3244.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',4.0,b'car',33.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'0<=X<200',12.0,b'no credits/all paid',b'retraining',1410.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',31.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'>=200',15.0,b'existing paid',b'education',1905.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',40.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'<0',18.0,b'no credits/all paid',b'furniture/equipment',3114.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',4.0,b'life insurance',26.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',12.0,b'existing paid',b'radio/tv',2279.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',37.0,b'none',b'for free',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'new car',759.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',2.0,b'real estate',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'>=200',18.0,b'existing paid',b'new car',1961.0,b'<100',b'>=7',3.0,b'female div/dep/mar',b'none',2.0,b'car',23.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'good'
b'0<=X<200',18.0,b'critical/other existing credit',b'radio/tv',1245.0,b'<100',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',24.0,b'existing paid',b'used car',2964.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',49.0,b'bank',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',10.0,b'existing paid',b'retraining',894.0,b'no known savings',b'4<=X<7',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',40.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',12.0,b'existing paid',b'new car',1274.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',1.0,b'real estate',37.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'0<=X<200',30.0,b'existing paid',b'new car',2150.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',2.0,b'no known property',24.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',6.0,b'existing paid',b'radio/tv',2647.0,b'500<=X<1000',b'1<=X<4',2.0,b'male single',b'none',3.0,b'real estate',44.0,b'none',b'rent',1.0,b'skilled',2.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'new car',685.0,b'<100',b'4<=X<7',2.0,b'male mar/wid',b'none',3.0,b'car',25.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'no checking',18.0,b'existing paid',b'radio/tv',4594.0,b'<100',b'<1',3.0,b'male single',b'none',2.0,b'car',32.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',24.0,b'critical/other existing credit',b'radio/tv',2872.0,b'100<=X<500',b'>=7',3.0,b'male single',b'none',4.0,b'real estate',36.0,b'none',b'own',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'critical/other existing credit',b'radio/tv',2404.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',2.0,b'car',26.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'critical/other existing credit',b'radio/tv',1231.0,b'>=1000',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',57.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'0<=X<200',48.0,b'no credits/all paid',b'business',3844.0,b'100<=X<500',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',34.0,b'none',b'for free',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
b'no checking',18.0,b'critical/other existing credit',b'radio/tv',2238.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'none',1.0,b'car',25.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',36.0,b'existing paid',b'new car',9271.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',10.0,b'existing paid',b'new car',1597.0,b'500<=X<1000',b'1<=X<4',3.0,b'male single',b'none',2.0,b'no known property',40.0,b'none',b'rent',1.0,b'unskilled resident',2.0,b'none',b'no',b'good'
b'0<=X<200',27.0,b'no credits/all paid',b'business',8318.0,b'<100',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'no known property',42.0,b'none',b'for free',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
b'0<=X<200',18.0,b'existing paid',b'business',4439.0,b'<100',b'>=7',1.0,b'male single',b'co applicant',1.0,b'real estate',33.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'critical/other existing credit',b'radio/tv',1655.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'real estate',63.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'0<=X<200',8.0,b'existing paid',b'furniture/equipment',1237.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',4.0,b'real estate',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'<0',12.0,b'existing paid',b'new car',900.0,b'no known savings',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'car',23.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'0<=X<200',48.0,b'existing paid',b'new car',8487.0,b'no known savings',b'4<=X<7',1.0,b'female div/dep/mar',b'none',2.0,b'car',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',6.0,b'delayed previously',b'furniture/equipment',1050.0,b'<100',b'unemployed',4.0,b'male single',b'none',1.0,b'life insurance',35.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'>=200',6.0,b'critical/other existing credit',b'new car',1343.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'real estate',46.0,b'none',b'own',2.0,b'skilled',2.0,b'none',b'no',b'good'
b'0<=X<200',20.0,b'delayed previously',b'used car',7057.0,b'no known savings',b'4<=X<7',3.0,b'male single',b'none',4.0,b'life insurance',36.0,b'bank',b'rent',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
b'no checking',10.0,b'critical/other existing credit',b'furniture/equipment',2146.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',3.0,b'real estate',23.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',36.0,b'existing paid',b'education',12612.0,b'100<=X<500',b'1<=X<4',1.0,b'male single',b'none',4.0,b'no known property',47.0,b'none',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'bad'
b'<0',6.0,b'existing paid',b'domestic appliance',343.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
b'<0',24.0,b'critical/other existing credit',b'used car',6615.0,b'<100',b'unemployed',2.0,b'male single',b'none',4.0,b'no known property',75.0,b'none',b'for free',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',36.0,b'critical/other existing credit',b'radio/tv',3342.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'car',51.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'<0',24.0,b'delayed previously',b'radio/tv',1659.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'car',29.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'yes',b'yes',b'bad'
b'no checking',24.0,b'critical/other existing credit',b'used car',3868.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'car',41.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'delayed previously',b'furniture/equipment',1808.0,b'<100',b'4<=X<7',4.0,b'female div/dep/mar',b'none',1.0,b'real estate',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
b'no checking',9.0,b'critical/other existing credit',b'new car',2134.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'car',48.0,b'none',b'own',3.0,b'skilled',1.0,b'yes',b'yes',b'good'
b'no checking',12.0,b'existing paid',b'furniture/equipment',1123.0,b'500<=X<1000',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'car',29.0,b'none',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
b'no checking',7.0,b'critical/other existing credit',b'radio/tv',730.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'life insurance',46.0,b'none',b'rent',2.0,b'unskilled resident',1.0,b'yes',b'yes',b'good'
b'no checking',18.0,b'all paid',b'new car',6458.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',39.0,b'bank',b'own',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'bad'
b'no checking',18.0,b'existing paid',b'new car',2662.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',3.0,b'life insurance',32.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
b'no checking',24.0,b'critical/other existing credit',b'used car',5804.0,b'>=1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'real estate',27.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
b'0<=X<200',12.0,b'existing paid',b'radio/tv',1484.0,b'no known savings',b'1<=X<4',2.0,b'male mar/wid',b'none',1.0,b'real estate',25.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
b'no checking',6.0,b'delayed previously',b'radio/tv',932.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'real estate',24.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
